project_id,snapshot_month,ministry,sector,implementing_agency,state,original_cost_cr,planned_duration_months,elapsed_months,physical_progress_pct,financial_progress_pct,expenditure_cr,milestones_total,milestones_delayed,project_status,final_cost_cr,actual_duration_months,cost_overrun,time_overrun
PRJ-0165,2024-06,Ministry of Railways,Railways,RVNL,Kerala,2652.74,71,25,37.34,38.05,1007.16,23,0,Ongoing,2635.71,74,0,0
PRJ-0165,2026-01,Ministry of Railways,Railways,RVNL,Kerala,2652.74,71,44,70.35,69.38,1830.09,23,0,Ongoing,2635.71,74,0,0
PRJ-0165,2027-02,Ministry of Railways,Railways,RVNL,Kerala,2652.74,71,57,93.38,95.06,2501.15,23,0,Ongoing,2635.71,74,0,0
PRJ-0165,2027-04,Ministry of Railways,Railways,RVNL,Kerala,2652.74,71,59,93.38,95.06,2513.03,23,0,Ongoing,2635.71,74,0,0
PRJ-0165,2027-06,Ministry of Railways,Railways,RVNL,Kerala,2652.74,71,61,95.26,95.95,2456.7,23,0,Ongoing,2635.71,74,0,0
PRJ-0166,2024-08,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Rajasthan,137.49,33,9,17.9,17.6,28.69,16,1,Ongoing,165.03,35,1,0
PRJ-0166,2024-09,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Rajasthan,137.49,33,10,17.9,19.11,31.64,16,0,Ongoing,165.03,35,1,0
PRJ-0166,2025-04,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Rajasthan,137.49,33,17,40.01,44.7,72.4,16,1,Ongoing,165.03,35,1,0
PRJ-0166,2025-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Rajasthan,137.49,33,18,40.01,44.7,71.58,16,2,Delayed,165.03,35,1,0
PRJ-0166,2025-09,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Rajasthan,137.49,33,22,42.05,46.04,75.2,16,2,Delayed,165.03,35,1,0
PRJ-0167,2024-03,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,4,9.3,13.48,40.16,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2024-09,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,10,16.83,22.4,67.03,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2024-10,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,11,18.3,22.94,67.52,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2025-04,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,17,30.66,39.95,116.85,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2025-09,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,22,44.13,62.17,181.27,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2025-11,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,24,55.79,77.36,223.21,10,0,Ongoing,296.58,44,1,0
PRJ-0167,2026-03,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,28,65.7,85.25,249.75,10,1,Ongoing,296.58,44,1,0
PRJ-0167,2026-04,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,29,65.7,85.25,254.37,10,1,Ongoing,296.58,44,1,0
PRJ-0167,2026-06,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,31,66.05,87.92,257.82,10,1,Ongoing,296.58,44,1,0
PRJ-0167,2026-08,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,33,78.48,100.0,295.16,10,2,Delayed,296.58,44,1,0
PRJ-0167,2026-10,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,35,82.47,100.0,290.42,10,1,Ongoing,296.58,44,1,0
PRJ-0167,2027-02,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,39,82.47,100.0,293.27,10,2,Delayed,296.58,44,1,0
PRJ-0167,2027-03,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,40,89.07,100.0,296.58,10,2,Delayed,296.58,44,1,0
PRJ-0167,2027-04,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,41,89.07,100.0,291.81,10,2,Delayed,296.58,44,1,0
PRJ-0167,2027-06,Ministry of Railways,Railways,IRCON,West Bengal,257.41,43,43,89.07,100.0,293.05,10,3,Delayed,296.58,44,1,0
PRJ-0168,2023-06,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,5,9.8,12.82,83.33,21,0,Ongoing,665.52,44,1,0
PRJ-0168,2023-12,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,11,18.52,22.83,148.61,21,0,Ongoing,665.52,44,1,0
PRJ-0168,2024-08,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,19,37.6,51.14,342.11,21,3,Ongoing,665.52,44,1,0
PRJ-0168,2024-09,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,20,40.0,52.23,339.05,21,3,Ongoing,665.52,44,1,0
PRJ-0168,2024-11,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,22,51.15,68.96,461.26,21,3,Ongoing,665.52,44,1,0
PRJ-0168,2024-12,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,23,53.01,72.33,469.18,21,2,Ongoing,665.52,44,1,0
PRJ-0168,2025-07,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,30,69.13,86.18,563.27,21,2,Ongoing,665.52,44,1,0
PRJ-0168,2025-08,Ministry of Housing and Urban Affairs,Urban Development,DMRC,West Bengal,499.37,42,31,75.74,91.21,599.11,21,3,Ongoing,665.52,44,1,0
PRJ-0169,2023-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,3,4.64,7.19,12.73,14,1,Ongoing,177.83,53,1,1
PRJ-0169,2023-06,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,4,4.64,7.19,12.46,14,1,Ongoing,177.83,53,1,1
PRJ-0169,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,5,4.64,7.45,12.87,14,1,Ongoing,177.83,53,1,1
PRJ-0169,2023-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,10,6.54,9.69,17.02,14,2,Delayed,177.83,53,1,1
PRJ-0169,2024-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,14,10.45,17.2,30.27,14,2,Delayed,177.83,53,1,1
PRJ-0169,2024-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,20,17.72,24.09,43.13,14,3,Critical,177.83,53,1,1
PRJ-0169,2024-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,22,23.85,32.67,56.84,14,5,Delayed,177.83,53,1,1
PRJ-0169,2025-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,23,23.85,32.67,56.47,14,5,Critical,177.83,53,1,1
PRJ-0169,2025-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,West Bengal,136.36,43,24,24.82,39.04,68.47,14,4,Critical,177.83,53,1,1
PRJ-0170,2023-08,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,13,33.29,31.74,56.42,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2023-10,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,15,39.07,38.06,65.5,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2023-11,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,16,43.43,41.91,74.37,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2024-03,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,20,59.79,59.31,105.58,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2024-06,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,23,73.09,69.62,122.68,13,1,Ongoing,176.73,40,0,0
PRJ-0170,2024-07,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,24,73.26,69.62,123.72,13,1,Ongoing,176.73,40,0,0
PRJ-0170,2024-08,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,25,78.68,76.77,134.83,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2024-11,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,28,85.86,84.38,147.24,13,1,Ongoing,176.73,40,0,0
PRJ-0170,2025-06,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,35,93.21,92.75,165.5,13,1,Ongoing,176.73,40,0,0
PRJ-0170,2025-09,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,38,93.42,92.75,162.52,13,0,Ongoing,176.73,40,0,0
PRJ-0170,2025-10,Ministry of Power,Power,POWERGRID,Odisha,172.39,39,39,95.86,97.51,171.36,13,0,Ongoing,176.73,40,0,0
PRJ-0171,2024-12,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Assam,967.77,55,20,17.66,20.73,220.67,18,3,Delayed,1055.19,74,0,1
PRJ-0171,2025-10,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Assam,967.77,55,30,32.24,36.2,374.17,18,4,Delayed,1055.19,74,0,1
PRJ-0171,2026-02,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Assam,967.77,55,34,42.14,47.05,488.78,18,5,Delayed,1055.19,74,0,1
PRJ-0171,2026-04,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Assam,967.77,55,36,42.14,47.05,481.6,18,4,Delayed,1055.19,74,0,1
PRJ-0171,2026-09,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Assam,967.77,55,41,50.93,55.61,572.28,18,6,Delayed,1055.19,74,0,1
PRJ-0172,2023-11,Ministry of Railways,Railways,IRCON,Bihar,259.99,47,28,67.85,69.77,197.41,15,0,Ongoing,282.13,47,0,0
PRJ-0172,2023-12,Ministry of Railways,Railways,IRCON,Bihar,259.99,47,29,72.51,69.77,195.63,15,0,Ongoing,282.13,47,0,0
PRJ-0172,2024-07,Ministry of Railways,Railways,IRCON,Bihar,259.99,47,36,85.59,82.86,235.56,15,0,Ongoing,282.13,47,0,0
PRJ-0172,2025-05,Ministry of Railways,Railways,IRCON,Bihar,259.99,47,46,95.92,90.99,251.87,15,0,Ongoing,282.13,47,0,0
PRJ-0173,2024-03,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Bihar,142.67,36,3,5.23,5.67,8.31,18,1,Ongoing,147.88,46,0,1
PRJ-0173,2026-03,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Bihar,142.67,36,27,54.66,64.84,96.56,18,6,Delayed,147.88,46,0,1
PRJ-0173,2026-11,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Bihar,142.67,36,35,70.74,83.96,123.85,18,10,Critical,147.88,46,0,1
PRJ-0173,2026-12,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Bihar,142.67,36,36,70.74,83.96,125.16,18,9,Critical,147.88,46,0,1
PRJ-0174,2024-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,2,5.19,5.73,18.93,12,1,Ongoing,335.9,47,1,1
PRJ-0174,2025-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,13,16.89,19.08,63.57,12,2,Delayed,335.9,47,1,1
PRJ-0174,2025-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,16,24.71,26.57,89.74,12,2,Delayed,335.9,47,1,1
PRJ-0174,2025-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,20,32.75,37.25,124.12,12,2,Delayed,335.9,47,1,1
PRJ-0174,2025-11,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,23,37.27,42.19,140.67,12,4,Delayed,335.9,47,1,1
PRJ-0174,2026-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,25,40.49,47.35,155.25,12,3,Delayed,335.9,47,1,1
PRJ-0174,2026-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,26,51.63,55.75,184.96,12,5,Critical,335.9,47,1,1
PRJ-0174,2026-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Maharashtra,302.53,38,32,64.23,72.71,243.46,12,4,Delayed,335.9,47,1,1
PRJ-0175,2023-03,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,2,7.1,9.88,42.46,22,0,Ongoing,431.81,45,1,0
PRJ-0175,2024-01,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,12,20.49,24.86,104.87,22,1,Ongoing,431.81,45,1,0
PRJ-0175,2024-02,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,13,20.93,27.48,115.82,22,1,Ongoing,431.81,45,1,0
PRJ-0175,2024-03,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,14,22.9,28.12,120.6,22,1,Ongoing,431.81,45,1,0
PRJ-0175,2024-04,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,15,25.75,36.06,155.37,22,2,Ongoing,431.81,45,1,0
PRJ-0175,2024-05,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,16,29.3,37.84,161.78,22,1,Ongoing,431.81,45,1,0
PRJ-0175,2024-08,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,19,35.03,48.02,203.0,22,1,Ongoing,431.81,45,1,0
PRJ-0175,2024-09,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,20,38.8,48.31,203.76,22,3,Ongoing,431.81,45,1,0
PRJ-0175,2024-10,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,21,45.23,60.74,259.39,22,3,Ongoing,431.81,45,1,0
PRJ-0175,2024-11,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,22,48.53,60.8,255.99,22,2,Ongoing,431.81,45,1,0
PRJ-0175,2025-02,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,25,53.82,72.26,307.23,22,3,Ongoing,431.81,45,1,0
PRJ-0175,2025-03,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,26,53.82,73.0,307.49,22,3,Ongoing,431.81,45,1,0
PRJ-0175,2025-04,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,27,63.29,91.07,394.73,22,4,Ongoing,431.81,45,1,0
PRJ-0175,2025-05,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,28,63.29,91.07,384.02,22,3,Ongoing,431.81,45,1,0
PRJ-0175,2026-01,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,36,81.41,100.0,421.07,22,4,Ongoing,431.81,45,1,0
PRJ-0175,2026-04,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,39,81.44,100.0,420.06,22,4,Ongoing,431.81,45,1,0
PRJ-0175,2026-09,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Jharkhand,322.29,44,44,85.82,100.0,431.81,22,4,Delayed,431.81,45,1,0
PRJ-0176,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,3,4.57,5.35,84.5,23,1,Ongoing,1568.4,86,0,1
PRJ-0176,2023-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,4,4.57,5.35,83.28,23,1,Ongoing,1568.4,86,0,1
PRJ-0176,2024-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,16,10.81,11.62,180.58,23,2,Ongoing,1568.4,86,0,1
PRJ-0176,2024-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,20,12.9,13.95,213.59,23,2,Delayed,1568.4,86,0,1
PRJ-0176,2025-03,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,23,17.16,19.87,304.83,23,2,Delayed,1568.4,86,0,1
PRJ-0176,2025-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,24,17.35,19.87,312.08,23,4,Delayed,1568.4,86,0,1
PRJ-0176,2025-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,28,23.14,26.25,409.33,23,4,Delayed,1568.4,86,0,1
PRJ-0176,2025-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,30,23.14,26.25,406.07,23,3,Delayed,1568.4,86,0,1
PRJ-0176,2026-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,36,29.23,31.38,496.99,23,5,Delayed,1568.4,86,0,1
PRJ-0176,2026-06,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,38,31.41,35.55,561.68,23,4,Delayed,1568.4,86,0,1
PRJ-0176,2027-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,48,45.57,53.85,846.48,23,6,Delayed,1568.4,86,0,1
PRJ-0176,2027-09,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,53,50.67,55.43,852.47,23,6,Delayed,1568.4,86,0,1
PRJ-0176,2027-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,56,62.16,71.23,1127.07,23,8,Delayed,1568.4,86,0,1
PRJ-0176,2028-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,57,62.16,71.23,1124.08,23,7,Delayed,1568.4,86,0,1
PRJ-0176,2028-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,64,62.16,71.23,1107.12,23,10,Critical,1568.4,86,0,1
PRJ-0176,2029-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Karnataka,1523.51,70,70,70.43,78.06,1235.39,23,14,Critical,1568.4,86,0,1
PRJ-0177,2021-10,Ministry of Power,Power,POWERGRID,Assam,58.23,40,7,8.97,10.25,6.58,20,1,Ongoing,65.25,52,1,1
PRJ-0177,2021-11,Ministry of Power,Power,POWERGRID,Assam,58.23,40,8,8.97,10.25,6.59,20,2,Ongoing,65.25,52,1,1
PRJ-0177,2022-10,Ministry of Power,Power,POWERGRID,Assam,58.23,40,19,26.88,30.4,19.83,20,3,Delayed,65.25,52,1,1
PRJ-0177,2023-11,Ministry of Power,Power,POWERGRID,Assam,58.23,40,32,56.46,63.35,40.67,20,10,Critical,65.25,52,1,1
PRJ-0178,2023-07,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,IPA,Delhi,1078.07,61,3,6.59,8.62,126.34,15,0,Ongoing,1490.22,64,1,0
PRJ-0178,2023-12,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,IPA,Delhi,1078.07,61,8,10.39,12.55,182.47,15,0,Ongoing,1490.22,64,1,0
PRJ-0178,2025-12,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,IPA,Delhi,1078.07,61,32,52.23,62.96,946.66,15,1,Ongoing,1490.22,64,1,0
PRJ-0178,2027-07,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,IPA,Delhi,1078.07,61,51,80.49,100.0,1485.43,15,1,Ongoing,1490.22,64,1,0
PRJ-0179,2023-03,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,6,17.23,17.0,10.94,7,0,Ongoing,65.92,33,0,0
PRJ-0179,2023-10,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,13,46.9,45.45,30.16,7,0,Ongoing,65.92,33,0,0
PRJ-0179,2024-02,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,17,63.88,62.38,40.76,7,0,Ongoing,65.92,33,0,0
PRJ-0179,2024-05,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,20,77.74,77.92,51.56,7,1,Ongoing,65.92,33,0,0
PRJ-0179,2024-07,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,22,80.09,82.76,54.52,7,0,Ongoing,65.92,33,0,0
PRJ-0179,2024-10,Ministry of Railways,Railways,CRIS,Madhya Pradesh,65.01,31,25,87.53,85.06,56.07,7,0,Ongoing,65.92,33,0,0
PRJ-0180,2023-08,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,1,7.6,7.15,15.47,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2023-09,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,2,8.37,8.35,18.0,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2023-12,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,5,12.33,11.82,25.5,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2024-02,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,7,16.81,17.1,36.88,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2024-05,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,10,24.53,24.9,52.54,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2024-10,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,15,40.76,42.03,89.4,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2025-04,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,21,60.3,60.62,126.97,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2025-05,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,22,69.02,67.25,143.67,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2025-09,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,26,78.5,74.49,155.45,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2025-11,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,28,80.73,75.95,160.03,9,1,Ongoing,214.3,40,0,0
PRJ-0180,2025-12,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,29,85.67,88.4,189.1,9,0,Ongoing,214.3,40,0,0
PRJ-0180,2026-08,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Jammu and Kashmir,218.66,39,37,93.87,95.29,201.84,9,0,Ongoing,214.3,40,0,0
PRJ-0181,2023-11,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,1,4.57,4.99,17.8,10,1,Ongoing,359.79,59,0,1
PRJ-0181,2024-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,7,8.15,9.07,31.72,10,1,Ongoing,359.79,59,0,1
PRJ-0181,2024-11,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,13,15.36,17.85,63.95,10,1,Delayed,359.79,59,0,1
PRJ-0181,2025-02,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,16,18.03,18.99,67.62,10,1,Delayed,359.79,59,0,1
PRJ-0181,2025-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,20,25.49,27.15,96.12,10,1,Delayed,359.79,59,0,1
PRJ-0181,2025-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,22,33.06,39.27,142.25,10,3,Delayed,359.79,59,0,1
PRJ-0181,2026-01,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,27,46.18,52.14,187.96,10,2,Delayed,359.79,59,0,1
PRJ-0181,2026-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,31,47.76,52.14,185.83,10,2,Delayed,359.79,59,0,1
PRJ-0181,2026-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,32,50.99,54.72,197.85,10,3,Delayed,359.79,59,0,1
PRJ-0181,2027-02,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Assam,349.75,43,40,67.35,79.59,279.68,10,3,Delayed,359.79,59,0,1
PRJ-0182,2023-01,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,4,6.15,7.14,25.56,13,1,Ongoing,363.82,44,1,1
PRJ-0182,2023-02,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,5,7.4,8.11,29.45,13,1,Ongoing,363.82,44,1,1
PRJ-0182,2023-03,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,6,8.54,9.52,34.76,13,1,Ongoing,363.82,44,1,1
PRJ-0182,2023-04,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,7,9.2,10.67,38.16,13,1,Ongoing,363.82,44,1,1
PRJ-0182,2023-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,8,9.87,11.66,41.33,13,1,Ongoing,363.82,44,1,1
PRJ-0182,2024-03,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,18,25.92,29.02,105.28,13,3,Delayed,363.82,44,1,1
PRJ-0182,2024-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,20,30.37,32.01,113.41,13,3,Delayed,363.82,44,1,1
PRJ-0182,2024-09,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,24,44.14,51.33,184.35,13,3,Delayed,363.82,44,1,1
PRJ-0182,2024-11,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,26,50.19,54.87,201.14,13,3,Delayed,363.82,44,1,1
PRJ-0182,2025-01,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,28,54.4,63.82,226.56,13,3,Delayed,363.82,44,1,1
PRJ-0182,2025-03,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,30,54.4,63.82,227.45,13,5,Delayed,363.82,44,1,1
PRJ-0182,2025-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,32,62.4,67.88,249.26,13,4,Delayed,363.82,44,1,1
PRJ-0182,2025-08,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,35,62.4,67.88,240.64,13,4,Delayed,363.82,44,1,1
PRJ-0182,2025-10,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,37,67.09,74.25,270.87,13,6,Critical,363.82,44,1,1
PRJ-0182,2025-11,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Bihar,330.06,39,38,69.16,74.25,262.63,13,6,Critical,363.82,44,1,1
PRJ-0183,2021-12,Ministry of Power,Power,SJVN,Bihar,585.74,46,4,6.92,8.35,50.84,23,0,Ongoing,605.6,48,0,0
